"codice_ipa","denominazione","codice_fiscale","mail","mail_pec","codice_tipologia","codice_localizzazione"
"c_a976","Comune di Bonnanaro","00237080908","protocollo@pec.comune.bonnanaro.ss.it",t,"L6",768
"c_a978","Comune di Bonorva","00256810904","protocollo@pec.comune.bonorva.ss.it",t,"L6",770
"c_a979","Comune di Bonvicino","00485690044","comune.bonvicino@legalmail.it",t,"L6",771
"c_a981","Comune di Borbona","00113410575","tributi.borbona@anutel.it",t,"L6",772
"c_a982","Comune di Borca di Cadore","00206250250","borca.bl@cert.ip-veneto.net",t,"L6",773
"c_a983","Comune di Bordano","00509860300","comune.bordano@certgov.fvg.it",t,"L6",774
"c_a984","Comune di Bordighera","00081170086","bordighera@legalmail.it",t,"L6",775
"c_a987","Comune di Bore","00479670341","protocollo@postacert.comune.bore.pr.it",t,"L6",777
"c_a988","Comune di Boretto","00439040353","protocolloboretto@legalmail.it",t,"L6",778
"c_a989","Comune di Borgarello","00460880180","comune.borgarello@pec.regione.lombardia.it",t,"L6",779
"c_a990","Comune di Borgaro Torinese","83000090015","comune.borgaro-torinese.to@cert.legalmail.it",t,"L6",780
"c_a991","Comune di Borgetto","00518510821","segreteria.borgetto@pec.it",t,"L6",781
"c_a992","Comune di Borghetto di Vara","00170090112","borghettodivara@legalmail.it",t,"L6",784
"c_a995","Comune di Borghetto Lodigiano","84500250158","borghettolodigiano@cert.elaus2002.net",t,"L6",785
"c_a998","Comune di Borghetto di Borbera","00443410063","protocollo@cert.comune.borghettodiborbera.al.it",t,"L6",783
"c_a999","Comune di Borghetto Santo Spirito","00229160098","comuneborghettoss@postecert.it",t,"L6",786
"caarone","Casa Albergo per Anziani","91002520293","info.caa@ronepec.it",t,"C7",3515
"caa_vr","CASA ASSISTENZA ANZIANI","02237200239","direzione@pec.caatoblini.it",t,"L34",3761
"camcomcl","Camera di Commercio, Industria, Artigianato e Agricoltura di Caltanissetta","80000490856","cciaa.caltanissetta@cl.legalmail.camcom.it",t,"L35",1092
"camcomma","Camera di commercio, industria, artigianato e agricoltura di Mantova","00402430201","cciaa@mn.legalmail.camcom.it",t,"L35",3803
"camp_ud","Consorzio Assistenza Medico Psicopedagocica","00662840305","protocollo@pec.campp.it",t,"L37",1987
"c_ans","Comune di Anguillara Sabazia","80071510582","comune.anguillara@pec.it",t,"L6",244
"cap","Consorzio Acea Pinerolese","94550840014","consorzio@pec.consorzioaceapinerolese.it",t,"L37",5223
"capas","Consorzio Attivita' Produttive Aree e Servizi","80009350366","cap.modena@pec.it",t,"L36",4086
"cariguma","Casa di Riposo Guizzo Marseille I.P.A.B","00519130264","info@pec.guizzo-marseille.org",t,"L34",7978
"caripbp","Casa del Sorriso di Badia Polesine","82000130292","casadelsorriso@pec.it",t,"L34",443
"casad_0","Charitas Asp - Servizi Assistenziali per Disabili","80009750367","amministrazione@pec.charitasasp.it",t,"L34",4086
"CASRIPBO","Casa di Riposo Sen. B. Borelli ASP","80007890082","borelliasp@pec.uno.it",t,"L34",5197
"ca_umbpr","Centro Residenziale per Anziani Umberto I di Piove di Sacco","80009810286","craup@legalmail.it",t,"L34",5239
"cava_006","Conservatorio statale di musica A. Vivaldi di Alessandria","80005820065","consal@pec.conservatoriovivaldi.it",t,"L43",144
"cavai_vi","IPAB Centro Anziani Villa Aldina","02467360240","centroanzianivillaaldina@open.legalmail.it",t,"L34",5936
"cavb_","Comunita' Alta Valsugana e Bersntol","02143860225","comunita@pec.comunita.altavalsugana.tn.it",t,"L12",5043
"c_b001","Comune di Borghi","00664610409","comune.borghi@cert.provincia.fc.it",t,"L6",787
"c_b002","Comune di Borgia","00291270791","protocollo.borgia@asmepec.it",t,"L6",788
"c_b003","Comune di Borgiallo","01952540019","borgiallo@cert.ruparpiemonte.it",t,"L6",789
"c_b005","Comune di Borgio Verezzi","00227410099","protocollo@pec.comuneborgioverezzi.it",t,"L6",790
"c_b006","Comune di Borgo Valsugana","81000910224","comuneborgovalsugana.tn@cert.legalmail.it",t,"L6",805
"c_b007","Comune di Borgo a Mozzano","80003890466","comune.borgoamozzano@postacert.toscana.it",t,"L6",791
"c_b008","Comune di Borgorose","00122520570","comuneborgorose@pec.it",t,"L6",821
"c_b009","Comune di Borgo D'Ale","00319610028","protocollo.borgo.dale@cert.ruparpiemonte.it",t,"L6",792
"c_b010","Comune di Borgo di Terzo","00722580164","comune.borgoditerzo@pec.regione.lombardia.it",t,"L6",793
"C_B012","Comune di Motteggiana","82000050201","servizi.amministrativi@pec.comune.motteggiana.mn.it",t,"L6",4511
"c_b013","Comune di Borgofranco Sul Po","00400160206","comune.borgofrancosulpo@pec.regione.lombardia.it",t,"L6",810
"c_b014","Comune di Suardi","00466350188","comunesuardi@pec.it",t,"L6",7064
"c_c459","Comune di Cene","00240600163","protocollo.cene@legalmail.it",t,"L6",1904
"c_b015","Comune di Borgofranco D'Ivrea","01799260011","borgofranco.divrea@postecert.it",t,"L6",809
"c_b016","Comune di Borgolavezzaro","94042030034","borgolavezzaro@cert.ruparpiemonte.it",t,"L6",811
"c_b017","Comune di Borgo San Giovanni","84503540159","comune.borgosangiovanni@pec.regione.lombardia.it",t,"L6",798
"c_b018","Comune di Borgomale","00468950043","comune.borgomale.cn@cert.legalmail.it",t,"L6",812
"c_b019","Comune di Borgomanero","82001370038","protocollo@pec.comune.borgomanero.no.it",t,"L6",813
"c_b020","Comune di Borgomaro","00254630080","protocollo@pec.comune.borgomaro.im.it",t,"L6",814
"c_b021","Comune di Borgomasino","84003430018","ragioneria.comune.borgomasino@pec.it",t,"L6",815
"c_b024","Comune di Borgone Susa","86501310014","protocollo@pec.comune.borgonesusa.to.it",t,"L6",816
"c_b025","Comune di Borgonovo Val Tidone","00216470336","segreteria.borgonovo@sintranet.legalmail.it",t,"L6",817
"c_b028","Comune di Borgo Priolo","00468890181","comune.borgopriolo@legalpec.it",t,"L6",795
"c_b029","Comune di Borgoratto Alessandrino","00433100062","comune.borgoratto@pec.it",t,"L6",818
"c_b030","Comune di Borgoratto Mormorolo","86003230181","comune.borgorattomormorolo@pec.regione.lombardia.it",t,"L6",819
"c_b031","Comune di Borgoricco","80008850283","comune.borgoricco.pd@pecveneto.it",t,"L6",820
"c_b033","Comune di Borgo San Dalmazzo","00449510049","protocollo.borgosandalmazzo@cert.ruparpiemonte.it",t,"L6",796
"c_b035","Comune di Borgo San Giacomo","00846420172","comune.borgosangiacomo@pec.regione.lombardia.it",t,"L6",797
"c_b036","Comune di Borgo San Lorenzo","01017000488","comune.borgo-san-lorenzo@postacert.toscana.it",t,"L6",799
"c_b037","Comune di Borgo San Martino","82001170065","protocollo@pec.comune.borgosanmartino.al.it",t,"L6",800
"c_b038","Comune di Borgo San Siro","85001770180","comune.borgosansiro@pec.provincia.pv.it",t,"L6",801
"c_b041","Comune di Borgosesia","00210430021","protocollo.borgosesia@cert.ruparpiemonte.it",t,"L6",823
"c_b043","Comune di Borgo Ticino","80009810039","comune.borgoticino@legalmail.it",t,"L6",802
"c_b044","Comune di Borgo Tossignano","82000010379","comune.borgotossignano@cert.provincia.bo.it",t,"L6",803
"c_b054","Comune di Borno","00701670176","protocollo@pec.comune.borno.bs.it",t,"L6",827
"c_b056","Comune di Borore","00155020910","protocollo@pec.comune.borore.nu.it",t,"L6",829
"c_b057","Comune di Borrello","81002230696","municipioborrello@postecert.it",t,"L6",830
"c_b061","Comune di Borso del Grappa","83002130264","protocollo.comune.borsodelgrappa.tv@pecveneto.it",t,"L6",832
"c_b062","Comune di Bortigali","00157780917","segreteria@pec.comune.bortigali.nu.it",t,"L6",833
"c_b063","Comune di Bortigiadas","82005930902","comune.bortigiadas@pec.it",t,"L6",834
"c_b064","Comune di Borutta","00256690900","protocollo@pec.comune.borutta.ss.it",t,"L6",835
"c_b067","Comune di Borzonasca","82002910105","comune.borzonasca@pec.it",t,"L6",836
"c_b068","Comune di Bosa","83000090916","protocollo@pec.comune.bosa.or.it",t,"L6",837
"c_b070","Comune di Boschi Sant'Anna","00686570235","protocollo@pec.comune.boschisantanna.vr.it",t,"L6",839
"c_b071","Comune di Bosco Marengo","00366320067","protocollo@pec.comune.boscomarengo.al.it",t,"L6",841
"c_b075","Comune di Bosconero","85501230016","bosconero@cert.ruparpiemonte.it",t,"L6",842
"c_b077","Comune di Boscotrecase","82007750639","comune.boscotrecase@asmepec.it",t,"L6",844
"c_b078","Comune di Bosentino","80005010220","comune@pec.comune.bosentino.tn.it",t,"L6",845
"c_b079","Comune di Bosia","00468290044","comune.bosia.cn@cert.legalmail.it",t,"L6",846
"c_b080","Comune di Bosio","00368260063","comune.bosio.al@legalmail.it",t,"L6",847
"c_b081","Comune di Bosisio Parini","91002210135","protocollo_bosisioparini@halleypec.it",t,"L6",848
"c_b082","Comune di Bosnasco","84000700181","comune.bosnasco@pec.regione.lombardia.it",t,"L6",849
"c_b083","Comune di Bossico","00347900169","comune.bossico@pec.regione.lombardia.it",t,"L6",850
"c_b084","Comune di Bossolasco","00452590045","comune.bossolasco.cn@cert.legalmail.it",t,"L6",851
"c_b085","Comune di Botricello","00298230798","ragioneria.botricello@asmepec.it",t,"L6",852
"c_b086","Comune di Botrugno","83000810750","protocollo.comune.botrugno@pec.rupar.puglia.it",t,"L6",853
"c_b088","Comune di Bottanuco","00321940165","comune.bottanuco@postecert.it",t,"L6",854
"c_b089","Comune di Bormio","00099580144","bormio@pec.cmav.so.it",t,"L6",825
"c_b091","Comune di Botticino","00600950174","protocollo@pec.comune.botticino.bs.it",t,"L6",855
"c_b097","Comune di Bova","80002510800","comunedibova@pec-cert.it",t,"L6",856
"c_b098","Comune di Bovalino","81000710806","segreteria.bovalino@asmepec.it",t,"L6",858
"c_b100","Comune di Bovegno","00868380171","protocollo@pec.comune.bovegno.bs.it",t,"L6",859
"c_b101","Comune di Boves","00475080040","comune.boves.cn@cert.legalmail.it",t,"L6",860
"c_b102","Comune di Bovezzo","00374120178","protocollo@pec.comune.bovezzo.bs.it",t,"L6",861
"c_b104","Comune di Bovino","00139430714","comune.bovino.fg@halleycert.it",t,"L6",863
"c_b105","Comune di Bovisio Masciago","03959350152","comunebovisiomasciago@cert.legalmail.it",t,"L6",864
"c_b107","Comune di Bovolone","00659880231","protocollo@pec.bovolone.gov.it",t,"L6",866
"c_b109","Comune di Bozzole","00459290060","protocollo@pec.comune.bozzole.al.it",t,"L6",867
"c_b110","Comune di Bozzolo","00185780202","comune.bozzolo@pec.regione.lombardia.it",t,"L6",868
"c_b111","Comune di Bra","00493130041","comunebra@postecert.it",t,"L6",869
"c_b112","Comune di Bracca","00334660164","comune.bracca@pec.regione.lombardia.it",t,"L6",870
"c_b114","Comune di Bracciano","80157470586","bracciano.protocollo@pec.it",t,"L6",871
"c_b121","Comune di Brandizzo","82501690018","protocollo.comune.brandizzo.to@legalmail.it",t,"L6",877
"c_b124","Comune di Braone","00855380176","protocollo@pec.comune.braone.bs.it",t,"L6",879
"c_b126","Comune di Brebbia","83000650123","segreteria@brebbia.legalmailpa.it",t,"L6",880
"c_b131","Comune di Bregano","00435850128","comune.bregano.va@halleypec.it",t,"L6",882
"c_b132","Comune di Breganze","00254180243","breganze.vi@cert.ip-veneto.net",t,"L6",883
"c_b134","Comune di Bregnano","00625920137","comune.bregnano@pec.provincia.como.it",t,"L6",884
"c_b135","Comune di Breguzzo","00271930224","comune@pec.comune.breguzzo.tn.it",t,"L6",885
"c_b136","Comune di Breia","82000510022","breia@cert.ruparpiemonte.it",t,"L6",886
"c_b137","Comune di Brembate","00298890161","protocollo_brembate@legalmail.it",t,"L6",887
"c_b138","Comune di Brembate di Sopra","82001410164","pec@pec.comune.brembatedisopra.bg.it",t,"L6",888
"c_b141","Comune di Brembio","03684020153","brembio@cert.elaus2002.net",t,"L6",889
"c_b142","Comune di Breme","00473260180","comune.breme@pec.regione.lombardia.it",t,"L6",890
"c_b143","Comune di Brendola","00318760246","comune.brendola.vi@pecveneto.it",t,"L6",891
"c_b144","Comune di Brenna","81000430132","comune.brenna@pec.provincia.como.it",t,"L6",892
"c_b149","Comune di Breno","00855690178","protocollo@pec.comune.breno.bs.it",t,"L6",894
"c_b150","Comune di Brenta","00528310121","comune.brenta.va@halleycert.it",t,"L6",895
"c_b153","Comune di Brentonico","00126690221","comunebrentonico@legalmail.it",t,"L6",897
"c_b156","Comune di Brescello","00449220359","comune.brescello@postecert.it",t,"L6",899
"c_b159","Comune di Bressana Bottarone","00447770181","comune.bressanabottarone@legalpec.it",t,"L6",902
"c_b161","Comune di Bressanvido","00522830249","comune.bressanvido.vi@pecveneto.it",t,"L6",904
"c_b162","Comune di Bresso","00935810150","comune.bresso@legalmail.it",t,"L6",905
"c_b165","Comune di Brez","00311750228","comune@pec.comune.brez.tn.it",t,"L6",906
"c_b166","Comune di Brezzo di Bedero","84000790125","comune.brezzo-di-bedero@legalmail.it",t,"L6",907
"c_b171","Comune di Bricherasio","01485680019","bricherasio@pcert.it",t,"L6",910
"C_B172","Comune di Brienno","80009880131","comune.brienno@pec.provincia.como.it",t,"L6",911
"c_b173","Comune di Brienza","80003110766","comune.brienza@cert.ruparbasilicata.it",t,"L6",912
"c_b175","Comune di Briga Alta","00553180043","briga.alta@cert.ruparpiemonte.it",t,"L6",913
"c_b176","Comune di Briga Novarese","00426130035","municipio@pec.comune.briga-novarese.no.it",t,"L6",914
"c_b178","Comune di Brignano Gera d'Adda","84000930168","comune.brignano@pec.regione.lombardia.it",t,"L6",915
"c_b179","Comune di Brignano Frascata","00437920069","segreteria@pec.comune.brignanofrascata.al.it",t,"L6",916
"c_b180","Comune di Brindisi","80000250748","ufficioprotocollo@pec.comune.brindisi.it",t,"L6",917
"c_b181","Comune di Brindisi Montagna","80004470763","comune.brindisimontagna@pec.it",t,"L6",918
"c_b182","Comune di Brinzio","00559810122","comune.brinzio.va@halleypec.it",t,"L6",919
"c_b184","Comune di Brione","00271910226","comune@pec.comune.brione.tn.it",t,"L6",922
"c_b187","Comune di Briosco","83000230157","comune.briosco@halleycert.it",t,"L6",923
"c_b188","Comune di Brisighella","00202300398","comune.brisighella@cert.provincia.ra.it",t,"L6",924
"c_b191","Comune di Brissago Valtravaglia","00225510122","comune@pec.comune.brissago-valtravaglia.va.it",t,"L6",925
"c_b192","Comune di Brissogne","00101880078","protocollo@pec.comune.brissogne.ao.it",t,"L6",926
"c_b193","Comune di Brittoli","80001450685","brittoli@pec.pescarainnova.it",t,"L6",927
"c_b194","Comune di Brivio","85001590133","comune.brivio.lc@legalmail.it",t,"L6",928
"c_b196","Comune di Brogliano","00267040244","prot.demografici.comune.brogliano.vi@pecveneto.it",t,"L6",930
"c_b200","Comune di Brondello","85002530047","protocollo@pec.comune.brondello.cn.it",t,"L6",933
"c_b201","Comune di Broni","84000230189","comunebroni@pec.it",t,"L6",934
"c_b202","Comune di Bronte","00291400877","protocollo.generale@brontepec.e-etna.it",t,"L6",935
"c_b204","Comune di Brossasco","00523760049","ragioneria.brossasco@pec.it",t,"L6",937
"c_b209","Comune di Brozolo","82500410012","comunebrozolo@pec.it",t,"L6",940
"c_b212","Comune di Brugherio","03243880154","protocollo.brugherio@legalmail.it",t,"L6",941
"c_b213","Comune di Brugine","80017140288","brugine.pd@legalmailpa.it",t,"L6",942
"c_b214","Comune di Brugnato","80008050116","comune.brugnato@legalmail.it",t,"L6",943
"c_b215","Comune di Brugnera","80005350931","comune.brugnera@certgov.fvg.it",t,"L6",944
"c_b216","Comune di Bruino","86003310017","comune.bruino.to@cert.legalmail.it",t,"L6",945
"c_b217","Comune di Brumano","00747990166","comune.brumano@pec.regione.lombardia.it",t,"L6",946
"c_b218","Comune di Brunate","80010180133","comune.brunate@pec.provincia.como.it",t,"L6",947
"c_b219","Comune di Brunello","00290400126","protocollo.brunello@pec.it",t,"L6",948
"c_b221","Comune di Bruno","82003610050","bruno@cert.ruparpiemonte.it",t,"L6",950
"c_b223","Comune di Brusaporto","00720160167","comune.brusaporto@pec.regione.lombardia.it",t,"L6",951
"c_b225","Comune di Brusasco","82500610017","brusasco@cert.ruparpiemonte.it",t,"L6",952
"c_b227","Comune di Brusciano","84005130632","protocollo@pec.comune.brusciano.na.it",t,"L6",953
"c_b228","Comune di Brusimpiano","00559790126","affarigenerali@comune.brusimpiano.legalmail.it",t,"L6",954
"c_b229","Comune di Brusnengo","00389360025","brusnengo@pec.ptbiellese.it",t,"L6",955
"c_b230","Comune di Brusson","00100690072","protocollo@pec.comune.brusson.ao.it",t,"L6",956
"c_b232","Comune di Bruzolo","01375760012","comune.bruzolo@anutel.it",t,"L6",957
"c_b234","Comune di Bruzzano Zeffirio","81001670801","amministrativo.bruzzanozeffirio@asmepec.it",t,"L6",958
"c_b235","Comune di Bubbiano","80137950152","protocollo.comune.bubbiano@pec.it",t,"L6",959
"c_b239","Comune di Bucciano","80005280625","demografici.bucciano@asmepec.it",t,"L6",963
"c_b240","Comune di Buccinasco","03482920158","protocollo@cert.legalmail.it",t,"L6",964
"c_b247","Comune di Budoia","00159030931","comune.budoia@certgov.fvg.it",t,"L6",968
"c_b248","Comune di Budoni","00152340915","protocollo@pec.comune.budoni.ot.it",t,"L6",969
"c_b249","Comune di Budrio","00469720379","comune.budrio@cert.provincia.bo.it",t,"L6",970
"c_b250","Comune di Buggerru","81001830926","comune.buggerru@pec.it",t,"L6",971
"c_b251","Comune di Buggiano","00361500473","certificata@pec.comune.buggiano.pt.it",t,"L6",972
"c_b255","Comune di Buglio in Monte","00115150146","protocollo.buglioinmonte@cert.provincia.so.it",t,"L6",973
"c_b256","Comune di Bugnara","00190300665","comunebugnara@pec.arc.it",t,"L6",974
"c_b258","Comune di Buguggiate","00308120120","protocollo@pec.comune.buguggiate.va.it",t,"L6",975
"c_b259","Comune di Buja","00370360307","comune.buja@certgov.fvg.it",t,"L6",976
"c_b261","Comune di Bulciago","00666090139","comune.bulciago@legalmail.it",t,"L6",977
"c_b262","Comune di Bulgarograsso","00559420138","comune.bulgarograsso@halleypec.it",t,"L6",978
"c_b264","Comune di Bultei","81000650903","comunebultei@legpec.it",t,"L6",979
"c_b265","Comune di Bulzi","80003620905","tecnicobulzi@pec.comune.bulzi.ss.it",t,"L6",980
"c_b266","Comune di Buonabitacolo","83002300651","comune.buonabitacolo@pec.it",t,"L6",981
"c_b267","Comune di Buonalbergo","80001980624","info.buonalbergo@asmepec.it",t,"L6",982
"c_b272","Comune di Burago di Molgora","02906850157","comune.buragodimolgora.mb@legalmail.it",t,"L6",985
"c_b275","Comune di Burgio","83001570841","comunediburgio@pec.it",t,"L6",987
"c_b276","Comune di Burgos","81001170901","protocollo.burgos@pec.comunas.it",t,"L6",988
"c_b278","Comune di Buriasco","85002970011","protocollo@pec.comune.buriasco.to.it",t,"L6",989
"c_b279","Comune di Burolo","01976030013","protocollo@pec.comuneburolo.it",t,"L6",990
"c_b280","Comune di Buronzo","00430850024","buronzo@cert.ruparpiemonte.it",t,"L6",991
"c_b281","Comune di Busachi","00541880951","info.busachi@legalmail.it",t,"L6",992
"c_b282","Comune di Busalla","80007490107","postacertificata@pec.comune.busalla.ge.it",t,"L6",993
